accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,time
0.12433019280433655,0.1364811807870865,9.909671783447266,-0.012531393207609653,-0.01524651050567627,0.04078100621700287,3
0.1650315821170807,-0.014353528618812561,9.914459228515625,-0.0013399692252278328,-0.023373663425445557,0.03238743543624878,16
0.1386953890323639,0.0646551251411438,9.976709365844727,0.02850382961332798,-0.010450243949890137,0.02719143033027649,28
0.12672439217567444,0.009588494896888733,9.979103088378906,0.04449157416820526,0.007535994052886963,0.012136295437812805,40
0.1339069902896881,0.07902033627033234,10.026987075805664,0.04742266237735748,0.016862213611602783,-0.0034517496824264526,52
0.06686931848526001,0.05986672639846802,9.868968963623047,0.045690663158893585,0.02951914072036743,-0.011978566646575928,64
-0.04805237054824829,0.16521160304546356,9.983890533447266,0.02570597268640995,0.002339959144592285,-0.017973974347114563,76
0.08123454451560974,0.14366377890110016,9.912065505981445,0.005321592092514038,-0.028702914714813232,-0.004917308688163757,88
0.05729252099990845,0.18197101354599,9.916852951049805,-0.011998468078672886,-0.037496209144592285,0.03025573492050171,100
0.11475333571434021,0.11253915727138519,9.9407958984375,-0.025588054209947586,-0.03856205940246582,0.06303061544895172,112
0.07405191659927368,0.10775075852870941,9.868968963623047,-0.047171518206596375,-0.06294333934783936,0.0666278675198555,124
0.10038813948631287,0.16281740367412567,9.959949493408203,-0.07341806590557098,-0.08719140291213989,0.05623583495616913,136
0.11235913634300232,0.1101449579000473,9.849815368652344,-0.07888054847717285,-0.09891575574874878,0.04744257032871246,149
0.1841852366924286,0.04310731589794159,9.957555770874023,-0.08181163668632507,-0.08945631980895996,0.045843809843063354,161
0.2081272304058075,0.028742104768753052,9.936006546020508,-0.061826951801776886,-0.07186979055404663,0.0386493057012558,173
0.20094463229179382,-0.03350713849067688,9.9407958984375,-0.04490658640861511,-0.04668915271759033,0.03238743543624878,185
0.19855043292045593,-0.06463176012039185,9.933612823486328,-0.028918836265802383,-0.018977046012878418,0.02958957850933075,197
0.15306058526039124,0.0071942806243896484,10.050928115844727,-0.013064318336546421,0.0008744597434997559,0.021062791347503662,209
0.2081272304058075,-0.007170930504798889,9.967132568359375,-0.003471669275313616,0.0032725930213928223,0.01533384621143341,221
0.19136783480644226,1.1682510375976562e-05,9.924036026000977,0.017045943066477776,0.011532962322235107,0.012269511818885803,233
0.1602431833744049,-0.01674772799015045,9.981496810913086,0.024506891146302223,0.005537509918212891,0.009071975946426392,245
0.18897363543510437,0.016771093010902405,9.87136459350586,0.02437365986406803,0.0120658278465271,0.006407350301742554,257
0.136301189661026,0.0407131165266037,9.924036026000977,0.015047473832964897,-0.004188358783721924,0.005208253860473633,269
0.16742578148841858,0.09338554739952087,9.878545761108398,0.021709034219384193,0.015396654605865479,0.019064322113990784,281
0.047715723514556885,0.03353050351142883,9.991073608398438,0.023973966017365456,0.01139974594116211,0.028124049305915833,293
0.1386953890323639,0.03353050351142883,9.916852951049805,0.026238897815346718,0.010733544826507568,0.036784082651138306,305
0.13151279091835022,0.03353050351142883,9.947978973388672,0.02503981627523899,0.009667694568634033,0.03944869339466095,317
0.11235913634300232,0.04789571464061737,9.718133926391602,0.015047473832964897,0.00047475099563598633,0.033586516976356506,329
0.14587798714637756,0.11253915727138519,9.983890533447266,0.004122511483728886,0.016728997230529785,0.02585911750793457,341
0.1650315821170807,0.10296235233545303,9.924036026000977,0.0010581929236650467,0.01646244525909424,0.015067383646965027,353
0.20094463229179382,0.021559491753578186,9.914459228515625,-0.0025390502996742725,0.0316508412361145,0.009471669793128967,365
0.18897363543510437,0.07902033627033234,9.926429748535156,-0.009067380800843239,0.02578866481781006,0.011336907744407654,377
0.16981998085975647,0.08141453564167023,9.921642303466797,-0.011332312598824501,0.01966005563735962,0.02013017237186432,389
0.12433019280433655,0.009588494896888733,9.897699356079102,-0.016661562025547028,0.017794787883758545,0.02785758674144745,401
0.07884034514427185,0.06704933196306229,9.799537658691406,-0.02305665984749794,0.00127410888671875,0.03172127902507782,413
0.1171475350856781,0.0885971412062645,9.88812255859375,-0.030384380370378494,0.0031393766403198242,0.032520681619644165,425
0.0908113420009613,0.07662613689899445,9.971920013427734,-0.026920367032289505,-0.010050535202026367,0.02945636212825775,437
0.1171475350856781,0.004800081253051758,9.99586296081543,-0.021457886323332787,-0.010050535202026367,0.02652527391910553,449
0.1841852366924286,0.04789571464061737,9.981496810913086,-0.0048039816319942474,0.0032725930213928223,0.024260327219963074,461
0.1626373827457428,0.031136304140090942,9.909671783447266,0.0043889740481972694,0.020592689514160156,0.02079632878303528,473
0.2081272304058075,0.07423193752765656,9.9407958984375,0.011583460494875908,0.038312435150146484,0.015200614929199219,485
0.14348378777503967,0.04550151526927948,9.88333511352539,0.00971822440624237,0.024323105812072754,0.006940275430679321,497
0.15784898400306702,0.028742104768753052,9.976709365844727,0.011716693639755249,0.02099233865737915,0.007206723093986511,509
0.20094463229179382,0.03353050351142883,9.981496810913086,0.015580398961901665,0.03431546688079834,0.012136295437812805,521
0.15306058526039124,0.05986672639846802,10.01022720336914,0.00971822440624237,0.035781025886535645,0.005607962608337402,533
0.040533095598220825,0.10056815296411514,10.007833480834961,-0.009600305929780006,-0.0029892921447753906,-0.0005206763744354248,545
0.05489832162857056,-0.004776716232299805,9.957555770874023,-0.011332312598824501,-0.012981593608856201,0.007339969277381897,557
0.07884034514427185,0.04789571464061737,9.768413543701172,-0.0029387441463768482,-0.026171505451202393,0.019996926188468933,569
0.10038813948631287,0.021559491753578186,9.799537658691406,-0.006003062706440687,-0.03709644079208374,0.033852994441986084,581
0.2033388316631317,0.021559491753578186,9.94558334350586,0.0029234299436211586,-0.030568182468414307,0.035185307264328,593
0.19136783480644226,-0.0981505960226059,9.868968963623047,0.010251149535179138,0.010866761207580566,0.027990803122520447,605
0.14348378777503967,0.016771093010902405,9.952766418457031,0.01731240376830101,0.007535994052886963,-0.0009203702211380005,617
0.038138896226882935,0.05507832020521164,10.06768798828125,0.020243491977453232,-0.05521589517593384,-0.0306309312582016,629
0.050109922885894775,0.12211596965789795,9.962343215942383,0.01944410428404808,-0.08159571886062622,-0.026234298944473267,641
0.052504122257232666,0.11253915727138519,9.801931381225586,0.006520673632621765,-0.09571820497512817,-0.0033185333013534546,653
0.01898530125617981,0.14605799317359924,9.902488708496094,-0.022923428565263748,-0.1134379506111145,0.01693260669708252,665
0.08841714262962341,0.07183773070573807,9.88812255859375,-0.0418422669172287,-0.11716842651367188,0.05636906623840332,677
0.08602294325828552,0.14126957952976227,9.847421646118164,-0.05489892512559891,-0.11303830146789551,0.10513169318437576,689
0.24643447995185852,0.08141453564167023,9.83066177368164,-0.06142725795507431,-0.1135711669921875,0.1488315463066101,701
0.2296750247478485,-0.01195932924747467,10.022197723388672,-0.051967836916446686,-0.10277944803237915,0.18293873965740204,713
0.26558807492256165,-0.014353528618812561,9.964736938476562,-0.044373661279678345,-0.10198009014129639,0.19532924890518188,725
0.29431846737861633,-0.06702595949172974,9.854604721069336,-0.033049002289772034,-0.1115727424621582,0.18227258324623108,737
0.1339069902896881,-0.06702595949172974,9.890518188476562,-0.025454822927713394,-0.1610015630722046,0.1620214432477951,749
0.007014274597167969,-0.16279403865337372,10.01022720336914,-0.0046707503497600555,-0.24253898859024048,0.14137059450149536,761
-0.47422027587890625,-0.9313327670097351,9.950372695922852,0.08033078163862228,-0.12796014547348022,0.10433231294155121,773
-0.5340753197669983,-1.1204748153686523,10.034170150756836,0.19077946245670319,0.17793872952461243,0.06076569855213165,785
-0.909964919090271,-1.2282137870788574,10.486673355102539,0.269652396440506,0.29957887530326843,0.0030765682458877563,797
-0.9458780288696289,-1.8052164316177368,11.03973388671875,0.34586066007614136,0.28319141268730164,-0.05341348052024841,809
-1.154173493385315,-2.2457494735717773,9.746864318847656,0.4639035165309906,0.2342955470085144,-0.07299846410751343,821
-0.2539536952972412,-2.2146248817443848,12.964672088623047,0.5064042806625366,0.17927104234695435,-0.03169679641723633,833
0.5768343210220337,-2.698253631591797,14.358097076416016,0.17972128093242645,0.05643182992935181,0.25395098328590393,845
0.21052142977714539,-4.228148460388184,14.719621658325195,-0.3019096553325653,-0.530185341835022,0.5678437948226929,857
0.5576807260513306,-4.134774684906006,15.90235710144043,-0.8482909202575684,-1.2088652849197388,0.8857335448265076,869
-0.2084638774394989,-5.125974178314209,15.473794937133789,-1.3720229864120483,-1.926848292350769,1.146866798400879,881
-0.2778957188129425,-6.576860427856445,14.283878326416016,-1.6777886152267456,-2.419004440307617,1.4078667163848877,893
-0.12706100940704346,-6.351805210113525,14.556816101074219,-1.797696828842163,-2.531984329223633,1.542297124862671,905
-1.474996566772461,-6.1075968742370605,14.056428909301758,-1.771183729171753,-2.4773597717285156,1.369229793548584,917
-2.178891897201538,-7.534541130065918,12.97903823852539,-1.6134380102157593,-2.2506003379821777,1.0907764434814453,929
-0.744765043258667,-6.732483386993408,11.846580505371094,-1.3557687997817993,-1.7276674509048462,0.935695230960846,941
-1.9227122068405151,-6.931201934814453,13.275918960571289,-1.0821118354797363,-1.4833215475082397,0.8893308043479919,953
-1.032069206237793,-8.904024124145508,11.949531555175781,-0.8104532361030579,-1.3059908151626587,0.9227718114852905,965
-0.38084638118743896,-8.73164176940918,12.244016647338867,-0.7037350535392761,-1.249101161956787,1.02962327003479,977
